,#,Player,Age,Market value at time,Season,Nat.,Fee,Position,Left Club,Left League,Joined Club,Joined League,Loan,Fee (€)
2845,96,Musa Barrow,22,€20.00m,21/22,The Gambia,€14.34m,Left Winger,Atalanta,Serie A,Bologna,Serie A,False,14.34
2846,97,Sandro Tonali,21,€27.00m,21/22,Italy,€14.28m,Defensive Midfield,Brescia,Serie B,AC Milan,Serie A,False,14.28
2847,98,Denzel Dumfries,25,€16.00m,21/22,"Netherlands, Aruba",€14.25m,Right-Back,PSV,Eredivisie,Inter,Serie A,False,14.25
2848,99,Sebastiaan Bornauw,22,€12.00m,21/22,Belgium,€14.10m,Centre-Back,1.FC Köln,Bundesliga,Wolfsburg,Bundesliga,False,14.1
2849,100,Emerson Royal,22,€25.00m,21/22,Brazil,€14.00m,Right-Back,Real Betis,LaLiga,Barcelona,LaLiga,False,14.0
2850,101,Kieran Trippier,31,€18.00m,21/22,England,€14.00m,Right-Back,Atlético,LaLiga,Newcastle,Premier League,False,14.0
2851,102,Harry Wilson,24,€17.00m,21/22,"Wales, England",€14.00m,Right Winger,Liverpool,Premier League,Fulham,Championship,False,14.0
2852,103,Teun Koopmeiners,23,€16.50m,21/22,Netherlands,€14.00m,Attacking Midfield,AZ Alkmaar,Eredivisie,Atalanta,Serie A,False,14.0
2853,104,Baptiste Santamaria,26,€15.00m,21/22,France,€14.00m,Defensive Midfield,Freiburg,Bundesliga,Stade Rennais,Ligue 1,False,14.0
2854,105,Nathan Collins,20,€8.00m,21/22,Ireland,€14.00m,Centre-Back,Stoke City,Championship,Burnley,Premier League,False,14.0
2855,106,Nathan Patterson,20,€3.00m,21/22,Scotland,€14.00m,Right-Back,Rangers,Premiership,Everton,Premier League,False,14.0
2856,107,Amadou Onana,19,€3.00m,21/22,"Belgium, Senegal",€13.57m,Defensive Midfield,Hamburg,2. Bundesliga,Lille,Ligue 1,False,13.57
2857,108,Toby Alderweireld,32,€11.00m,21/22,Belgium,€13.00m,Centre-Back,Tottenham,Premier League,Al-Duhail SC,Stars League,False,13.0
2858,109,Pol Lirola,24,€9.00m,21/22,Spain,€13.00m,Right-Back,Fiorentina,Serie A,Marseille,Ligue 1,False,13.0
2859,110,Matías Viña,23,€5.00m,21/22,"Uruguay, Italy",€13.00m,Left-Back,Palmeiras,Série A,Roma,Serie A,False,13.0
2860,111,Jack Harrison,24,€15.00m,21/22,England,€12.80m,Left Winger,Man City,Premier League,Leeds,Premier League,False,12.8
2861,112,David Neres,24,€20.00m,21/22,Brazil,€12.00m,Right Winger,Ajax,Eredivisie,Shakhtar D.,Premier Liga,False,12.0
2862,113,Luca Waldschmidt,25,€15.00m,21/22,Germany,€12.00m,Centre-Forward,Benfica,Liga Portugal,Wolfsburg,Bundesliga,False,12.0
2863,114,Boulaye Dia,24,€14.00m,21/22,"Senegal, France",€12.00m,Centre-Forward,Stade Reims,Ligue 1,Villarreal,LaLiga,False,12.0
2864,115,Lovro Majer,23,€13.00m,21/22,Croatia,€12.00m,Attacking Midfield,Dinamo Zagreb,1. HNL,Stade Rennais,Ligue 1,False,12.0
2865,116,Claudinho,24,€11.00m,21/22,"Brazil, Russia",€12.00m,Attacking Midfield,RB Bragantino,Série A,Zenit S-Pb,Premier Liga,False,12.0
2866,117,Romain Perraud,23,€8.00m,21/22,France,€12.00m,Left-Back,Stade Brestois,Ligue 1,Southampton,Premier League,False,12.0
2867,118,Jonas Wind,22,€7.00m,21/22,Denmark,€12.00m,Centre-Forward,Copenhagen,Superliga,Wolfsburg,Bundesliga,False,12.0
2868,119,Marlon,25,€6.50m,21/22,Brazil,€12.00m,Centre-Back,Sassuolo,Serie A,Shakhtar D.,Premier Liga,False,12.0
2869,120,Mohamed Daramy,19,€4.00m,21/22,"Denmark, Sierra Leone",€12.00m,Left Winger,Copenhagen,Superliga,Ajax,Eredivisie,False,12.0
2870,121,Roger Ibañez,22,€25.00m,21/22,"Brazil, Italy",€11.80m,Centre-Back,Atalanta,Serie A,Roma,Serie A,False,11.8
2871,122,Rui Patrício,33,€10.00m,21/22,Portugal,€11.80m,Goalkeeper,Wolves,Premier League,Roma,Serie A,False,11.8
2872,123,Luiz Araújo,25,€10.00m,21/22,Brazil,€11.50m,Right Winger,Lille,Ligue 1,Atlanta,MLS,False,11.5
2873,124,Denis Zakaria,25,€27.00m,21/22,"Switzerland, DR Congo",€11.35m,Defensive Midfield,Mönchengladbach,Bundesliga,Juventus,Serie A,False,11.35
2874,125,Rayan Aït-Nouri,20,€18.00m,21/22,"Algeria, France",€11.10m,Left-Back,Angers SCO,Ligue 1,Wolves,Premier League,False,11.1
2875,126,Gonzalo Montiel,24,€17.00m,21/22,"Argentina, Spain",€11.00m,Right-Back,River Plate,Liga Profesional (- 23/24),Sevilla FC,LaLiga,False,11.0
2876,127,Christos Tzolis,19,€12.00m,21/22,Greece,€11.00m,Left Winger,PAOK,Super League 1,Norwich,Premier League,False,11.0
2877,128,Kacper Kozlowski,18,€10.00m,21/22,Poland,€11.00m,Attacking Midfield,Pogon Szczecin,Ekstraklasa,Brighton,Premier League,False,11.0
2878,129,Milot Rashica,25,€9.00m,21/22,"Kosovo, Albania",€11.00m,Right Winger,Werder Bremen,2. Bundesliga,Norwich,Premier League,False,11.0
2879,130,Vanderson,20,€8.50m,21/22,Brazil,€11.00m,Right-Back,Grêmio,Série B,Monaco,Ligue 1,False,11.0
2880,131,Leonardo Balerdi,22,€8.00m,21/22,"Argentina, Italy",€11.00m,Centre-Back,Dortmund,Bundesliga,Marseille,Ligue 1,False,11.0
2881,132,Jean-Philippe Mateta,24,€5.00m,21/22,"France, DR Congo",€11.00m,Centre-Forward,Mainz,Bundesliga,Crystal Palace,Premier League,False,11.0
2882,133,Jean Lucas,23,€4.50m,21/22,Brazil,€11.00m,Central Midfield,Lyon,Ligue 1,Monaco,Ligue 1,False,11.0
2883,134,Chico,18,-,21/22,Portugal,€11.00m,Central Midfield,FC Porto U19,Portugal,Guimarães B,Liga 3,False,11.0
2884,135,Diego Valdés,27,€6.00m,21/22,Chile,€10.60m,Attacking Midfield,Santos Laguna,Liga MX Apertura,América,Liga MX Apertura,False,10.6
2885,136,Lautaro Valenti,22,€4.50m,21/22,"Argentina, Italy",€10.50m,Centre-Back,Lanús,Liga Profesional (- 23/24),Parma,Serie B,False,10.5
2886,137,Igor Coronado,28,€5.50m,21/22,"Italy, Brazil",€10.15m,Attacking Midfield,Sharjah FC,UAE Pro League,Al-Ittihad,Saudi Pro League,False,10.15
2887,138,Antoine Griezmann,30,€60.00m,21/22,France,"Loan fee:
€10.00m",Second Striker,Barcelona,LaLiga,Atlético,LaLiga,True,10.0
2888,139,Dejan Kulusevski,21,€30.00m,21/22,"Sweden, North Macedonia","Loan fee:
€10.00m",Attacking Midfield,Juventus,Serie A,Tottenham,Premier League,True,10.0
2889,140,Andy Delort,29,€16.00m,21/22,"Algeria, France",€10.00m,Centre-Forward,Montpellier,Ligue 1,Nice,Ligue 1,False,10.0
2890,141,Kayky,18,€14.00m,21/22,Brazil,€10.00m,Right Winger,Fluminense,Série A,Man City U23,Premier League 2,False,10.0
2891,142,Imrân Louza,22,€12.00m,21/22,"Morocco, France",€10.00m,Central Midfield,FC Nantes,Ligue 1,Watford,Premier League,False,10.0
2892,143,Yoane Wissa,24,€10.00m,21/22,"DR Congo, France",€10.00m,Centre-Forward,FC Lorient,Ligue 1,Brentford,Premier League,False,10.0
2893,144,Lassina Traoré,20,€6.50m,21/22,Burkina Faso,€10.00m,Centre-Forward,Ajax,Eredivisie,Shakhtar D.,Premier Liga,False,10.0
2894,145,Frank Onyeka,23,€6.00m,21/22,Nigeria,€10.00m,Central Midfield,Midtjylland,Superliga,Brentford,Premier League,False,10.0
2895,146,Jens Cajuste,22,€5.00m,21/22,"Sweden, United States",€10.00m,Defensive Midfield,Midtjylland,Superliga,Stade Reims,Ligue 1,False,10.0
2896,147,Galeno,24,€12.00m,21/22,"Brazil, Portugal",€9.91m,Left Winger,Braga,Liga Portugal,Porto,Liga Portugal,False,9.91
2897,148,Facundo Torres,21,€6.00m,21/22,Uruguay,€9.70m,Right Winger,Peñarol,Liga AUF Clausura,Orlando,MLS,False,9.7
2898,149,Hannes Wolf,22,€8.00m,21/22,Austria,€9.50m,Right Winger,Leipzig,Bundesliga,Mönchengladbach,Bundesliga,False,9.5
2899,150,Josh Sargent,21,€8.00m,21/22,United States,€9.50m,Centre-Forward,Werder Bremen,2. Bundesliga,Norwich,Premier League,False,9.5
2900,151,Michael Olise,19,€15.00m,21/22,"France, England",€9.30m,Right Winger,Reading,Championship,Crystal Palace,Premier League,False,9.3
2901,152,Ben Gibson,28,€7.00m,21/22,England,€9.30m,Centre-Back,Burnley,Premier League,Norwich,Premier League,False,9.3
2902,153,Yacine Adli,21,€9.00m,21/22,"France, Algeria",€9.00m,Defensive Midfield,G. Bordeaux,Ligue 1,AC Milan,Serie A,False,9.0
2903,154,Davide Zappacosta,29,€8.00m,21/22,Italy,€9.00m,Right Midfield,Chelsea,Premier League,Atalanta,Serie A,False,9.0
2904,155,Kamal Sowah,21,€3.00m,21/22,"Ghana, Belgium",€9.00m,Right Winger,Leicester U23,Premier League 2,Club Brugge,JPL,False,9.0
2905,156,Federico Gatti,23,€1.50m,21/22,Italy,€9.00m,Centre-Back,Frosinone,Serie B,Juventus,Serie A,False,9.0
2906,157,Daryl Dike,21,€10.00m,21/22,"United States, Nigeria",€8.63m,Centre-Forward,Orlando,MLS,West Brom,Championship,False,8.63
2907,158,Taiwo Awoniyi,23,€5.00m,21/22,Nigeria,€8.55m,Centre-Forward,Liverpool,Premier League,Union Berlin,Bundesliga,False,8.55
2908,159,Marcos André,24,€3.50m,21/22,"Brazil, Spain",€8.50m,Centre-Forward,Real Valladolid,2ª División,Valencia,LaLiga,False,8.5
2909,160,Micky van de Ven,20,€1.30m,21/22,Netherlands,€8.50m,Centre-Back,FC Volendam,Keuken Kampioen Divisie,Wolfsburg,Bundesliga,False,8.5
2910,161,Andreas Cornelius,28,€6.00m,21/22,Denmark,€8.40m,Centre-Forward,Atalanta,Serie A,Parma,Serie B,False,8.4
2911,162,James Rodríguez,30,€28.00m,21/22,"Colombia, Spain",€8.00m,Attacking Midfield,Everton,Premier League,Al-Rayyan,Stars League,False,8.0
2912,163,Lukas Nmecha,22,€12.00m,21/22,"Germany, England",€8.00m,Centre-Forward,Man City,Premier League,Wolfsburg,Bundesliga,False,8.0
2913,164,Abdallah Sima,20,€11.00m,21/22,Senegal,€8.00m,Left Winger,Slavia Praha,Fortuna Liga,Brighton,Premier League,False,8.0
2914,165,Talisca,27,€10.00m,21/22,Brazil,€8.00m,Attacking Midfield,GuaZ FC,Super League,Al-Nassr,Saudi Pro League,False,8.0
2915,166,Suat Serdar,24,€9.00m,21/22,"Germany, Türkiye",€8.00m,Central Midfield,FC Schalke 04,2. Bundesliga,Hertha BSC,Bundesliga,False,8.0
2916,167,Ante Budimir,29,€9.00m,21/22,Croatia,€8.00m,Centre-Forward,RCD Mallorca,LaLiga,CA Osasuna,LaLiga,False,8.0
2917,168,José Sá,28,€7.50m,21/22,Portugal,€8.00m,Goalkeeper,Olympiacos,Super League 1,Wolves,Premier League,False,8.0
2918,169,Júnior Alonso,28,€7.00m,21/22,Paraguay,€8.00m,Centre-Back,Atlético-MG,Série A,Krasnodar,Premier Liga,False,8.0
2919,170,Nuno Tavares,21,€7.00m,21/22,"Portugal, Cape Verde",€8.00m,Left-Back,Benfica,Liga Portugal,Arsenal,Premier League,False,8.0
2920,171,Aster Vranckx,18,€6.80m,21/22,"Belgium, DR Congo",€8.00m,Central Midfield,KV Mechelen,JPL,Wolfsburg,Bundesliga,False,8.0
2921,172,Shamar Nicholson,24,€6.50m,21/22,Jamaica,€8.00m,Centre-Forward,R Charleroi SC,JPL,Spartak Moscow,Premier Liga,False,8.0
2922,173,Kevin Danso,22,€5.00m,21/22,Austria,€8.00m,Centre-Back,Augsburg,Bundesliga,Lens,Ligue 1,False,8.0
2923,174,Rodrigo Muniz,20,€3.00m,21/22,Brazil,€8.00m,Centre-Forward,Flamengo,Série A,Fulham,Championship,False,8.0
2924,175,Mert Çetin,24,€2.80m,21/22,Türkiye,€7.80m,Centre-Back,Roma,Serie A,Hellas Verona,Serie A,False,7.8
2925,176,Marcus Edwards,23,€13.00m,21/22,"England, Cyprus",€7.75m,Right Winger,Vit. Guimarães,Liga Portugal,Sporting,Liga Portugal,False,7.75
2926,177,Wylan Cyprien,26,€6.00m,21/22,"France, Guadeloupe",€7.65m,Central Midfield,Nice,Ligue 1,Parma,Serie B,False,7.65
2927,178,Igor Julio,23,€5.00m,21/22,Brazil,€7.65m,Centre-Back,SPAL,Serie B,Fiorentina,Serie A,False,7.65
2928,179,Michael,25,€7.00m,21/22,Brazil,€7.60m,Left Winger,Flamengo,Série A,Al-Hilal,Saudi Pro League,False,7.6
2929,180,Alban Lafont,22,€10.00m,21/22,"Cote d'Ivoire, France",€7.50m,Goalkeeper,Fiorentina,Serie A,FC Nantes,Ligue 1,False,7.5
2930,181,Ivan Ilić,20,€8.00m,21/22,Serbia,€7.50m,Central Midfield,Man City U23,Premier League 2,Hellas Verona,Serie A,False,7.5
2931,182,Maximilian Philipp,27,€7.00m,21/22,Germany,€7.50m,Second Striker,Dynamo Moscow,Premier Liga,Wolfsburg,Bundesliga,False,7.5
2932,183,Dimitrios Giannoulis,25,€7.00m,21/22,Greece,€7.50m,Left-Back,PAOK,Super League 1,Norwich,Premier League,False,7.5
2933,184,Amine Adli,21,€6.00m,21/22,"Morocco, France",€7.50m,Left Winger,Toulouse,Ligue 2,Leverkusen,Bundesliga,False,7.5
2934,185,Lyanco,24,€5.00m,21/22,"Brazil, Serbia",€7.50m,Centre-Back,Torino,Serie A,Southampton,Premier League,False,7.5
2935,186,Denis Makarov,23,€4.00m,21/22,Russia,€7.50m,Right Winger,Rubin Kazan,Premier Liga,Dynamo Moscow,Premier Liga,False,7.5
2936,187,Ismail Jakobs,21,€7.00m,21/22,"Senegal, Germany",€7.30m,Left-Back,1.FC Köln,Bundesliga,Monaco,Ligue 1,False,7.3
2937,188,Matteo Lovato,21,€7.00m,21/22,Italy,€7.20m,Centre-Back,Hellas Verona,Serie A,Atalanta,Serie A,False,7.2
2938,189,Toma Bašić,24,€9.00m,21/22,Croatia,€7.10m,Central Midfield,G. Bordeaux,Ligue 1,Lazio,Serie A,False,7.1
2939,190,Marco Richter,23,€5.00m,21/22,Germany,€7.10m,Attacking Midfield,Augsburg,Bundesliga,Hertha BSC,Bundesliga,False,7.1
2940,191,Nuno Mendes,19,€40.00m,21/22,Portugal,"Loan fee:
€7.00m",Left-Back,Sporting,Liga Portugal,PSG,Ligue 1,True,7.0
2941,192,Moise Kean,21,€35.00m,21/22,"Italy, Cote d'Ivoire","Loan fee:
€7.00m",Centre-Forward,Everton,Premier League,Juventus,Serie A,True,7.0
2942,193,Kaio Jorge,19,€12.00m,21/22,Brazil,€7.00m,Centre-Forward,Santos,Série A,Juventus,Serie A,False,7.0
2943,194,Mitchel Bakker,21,€10.00m,21/22,Netherlands,€7.00m,Left Midfield,PSG,Ligue 1,Leverkusen,Bundesliga,False,7.0
2944,195,Xherdan Shaqiri,30,€8.00m,21/22,"Switzerland, Kosovo",€7.00m,Attacking Midfield,Lyon,Ligue 1,Chicago,MLS,False,7.0
2945,196,Niklas Dorsch,23,€8.00m,21/22,Germany,€7.00m,Defensive Midfield,KAA Gent,JPL,Augsburg,Bundesliga,False,7.0
2946,197,Will Hughes,26,€7.00m,21/22,England,€7.00m,Central Midfield,Watford,Premier League,Crystal Palace,Premier League,False,7.0
2947,198,Jesper Lindstrøm,21,€7.00m,21/22,Denmark,€7.00m,Right Winger,Bröndby IF,Superliga,Frankfurt,Bundesliga,False,7.0
2948,199,Gyrano Kerk,25,€6.00m,21/22,"Suriname, Netherlands",€7.00m,Right Winger,Utrecht,Eredivisie,Loko Moscow,Premier Liga,False,7.0
2949,200,Anders Dreyer,23,€6.00m,21/22,Denmark,€7.00m,Right Winger,Midtjylland,Superliga,Rubin Kazan,Premier Liga,False,7.0
2950,201,Deniz Undav,25,€5.00m,21/22,Germany,€7.00m,Centre-Forward,Union SG,JPL,Brighton,Premier League,False,7.0
2951,202,Jesús Angulo,23,€4.00m,21/22,Mexico,€7.00m,Left-Back,Atlas,Liga MX Apertura,Tigres UANL,Liga MX Apertura,False,7.0
2952,203,Victor Nelsson,22,€3.50m,21/22,Denmark,€7.00m,Centre-Back,Copenhagen,Superliga,Galatasaray,Süper Lig,False,7.0
2953,204,Konstantin Maradishvili,21,€2.50m,21/22,"Russia, Georgia",€7.00m,Defensive Midfield,CSKA Moscow,Premier Liga,Loko Moscow,Premier Liga,False,7.0
2954,205,Edon Zhegrova,22,€2.00m,21/22,"Kosovo, Albania",€7.00m,Right Winger,Basel,Super League,Lille,Ligue 1,False,7.0
2955,206,Billal Brahimi,21,€1.20m,21/22,"Algeria, France",€7.00m,Right Winger,Angers SCO,Ligue 1,Nice,Ligue 1,False,7.0
2956,207,Khvicha Kvaratskhelia,21,€16.00m,21/22,Georgia,€6.96m,Left Winger,Rubin Kazan,Premier Liga,Dinamo Batumi,Erovnuli Liga,False,6.96
2957,208,Răzvan Marin,25,€15.00m,21/22,Romania,€6.90m,Central Midfield,Ajax,Eredivisie,Cagliari,Serie A,False,6.9
2958,209,Bryan Reynolds,20,€6.00m,21/22,United States,€6.85m,Right-Back,Dallas,MLS,Roma,Serie A,False,6.85
2959,210,Martín Payero,22,€5.00m,21/22,"Argentina, Italy",€6.75m,Central Midfield,Banfield,Liga Profesional (- 23/24),Middlesbrough,Championship,False,6.75
2960,211,Kevin Paredes,18,€4.00m,21/22,"United States, Dominican Republic",€6.68m,Left Midfield,D.C. United,MLS,Wolfsburg,Bundesliga,False,6.68
2961,212,Robert Andrich,26,€7.00m,21/22,Germany,€6.50m,Defensive Midfield,Union Berlin,Bundesliga,Leverkusen,Bundesliga,False,6.5
2962,213,Alexandru Cicâldău,24,€6.50m,21/22,Romania,€6.50m,Attacking Midfield,CS U Craiova,Liga 1,Galatasaray,Süper Lig,False,6.5
2963,214,Kevin Lasagna,28,€6.00m,21/22,Italy,€6.50m,Centre-Forward,Udinese,Serie A,Hellas Verona,Serie A,False,6.5
2964,215,Sead Haksabanovic,22,€5.50m,21/22,"Montenegro, Sweden",€6.50m,Left Winger,Norrköping,Allsvenskan,Rubin Kazan,Premier Liga,False,6.5
2965,216,Stanley Nsoki,22,€5.00m,21/22,"France, DR Congo",€6.50m,Centre-Back,Nice,Ligue 1,Club Brugge,JPL,False,6.5
2966,217,Éderson,22,€5.00m,21/22,Brazil,€6.50m,Central Midfield,Corinthians,Série A,Salernitana,Serie A,False,6.5
2967,218,Kelvin Yeboah,21,€4.00m,21/22,"Italy, Ghana",€6.50m,Centre-Forward,Sturm Graz,Bundesliga,Genoa,Serie A,False,6.5
2968,219,Tajon Buchanan,22,€8.50m,21/22,"Canada, Jamaica",€6.43m,Right Winger,New England,MLS,Club Brugge,JPL,False,6.43
2969,220,Alan Velasco,19,€12.00m,21/22,Argentina,€6.40m,Left Winger,Independiente,Liga Profesional (- 23/24),Dallas,MLS,False,6.4
2970,221,Sebastián Driussi,25,€7.50m,21/22,"Argentina, Italy",€6.40m,Centre-Forward,Zenit S-Pb,Premier Liga,Austin,MLS,False,6.4
2971,222,Andreas Skov Olsen,22,€6.50m,21/22,Denmark,€6.40m,Right Winger,Bologna,Serie A,Club Brugge,JPL,False,6.4
2972,223,Piero Hincapié,19,€8.00m,21/22,Ecuador,€6.35m,Centre-Back,CA Talleres,Liga Profesional (- 23/24),Leverkusen,Bundesliga,False,6.35
2973,224,Kamil Grabara,22,€2.50m,21/22,Poland,€6.20m,Goalkeeper,Liverpool U23,Premier League 2,Copenhagen,Superliga,False,6.2
2974,225,Aké Loba,23,€3.00m,21/22,Cote d'Ivoire,€6.18m,Centre-Forward,Monterrey,Liga MX Apertura,Nashville,MLS,False,6.18
2975,226,Joaquín Correa,27,€30.00m,21/22,"Argentina, Italy","Loan fee:
€6.00m",Second Striker,Lazio,Serie A,Inter,Serie A,True,6.0
2976,227,Noa Lang,22,€22.00m,21/22,"Netherlands, Suriname",€6.00m,Left Winger,Ajax,Eredivisie,Club Brugge,JPL,False,6.0
2977,228,Francisco Trincão,21,€22.00m,21/22,Portugal,"Loan fee:
€6.00m",Right Winger,Barcelona,LaLiga,Wolves,Premier League,True,6.0
2978,229,Patrick de Paula,22,€16.00m,21/22,Brazil,€6.00m,Defensive Midfield,Palmeiras,Série A,Botafogo,Série A,False,6.0
2979,230,Thomas Delaney,29,€15.00m,21/22,"Denmark, United States",€6.00m,Central Midfield,Dortmund,Bundesliga,Sevilla FC,LaLiga,False,6.0
2980,231,Antonín Barák,26,€14.00m,21/22,Czech Republic,€6.00m,Attacking Midfield,Udinese,Serie A,Hellas Verona,Serie A,False,6.0
2981,232,Xherdan Shaqiri,29,€12.00m,21/22,"Switzerland, Kosovo",€6.00m,Attacking Midfield,Liverpool,Premier League,Lyon,Ligue 1,False,6.0
2982,233,Marko Arnautovic,32,€10.00m,21/22,"Austria, Serbia",€6.00m,Centre-Forward,SH Port,Super League,Bologna,Serie A,False,6.0
2983,234,Joey Veerman,23,€7.00m,21/22,Netherlands,€6.00m,Central Midfield,Heerenveen,Eredivisie,PSV,Eredivisie,False,6.0
2984,235,Gianluca Busio,19,€6.00m,21/22,"United States, Italy",€6.00m,Central Midfield,Kansas City,MLS,Venezia,Serie A,False,6.0
2985,236,Pablo Rosario,24,€6.00m,21/22,"Dominican Republic, Netherlands",€6.00m,Defensive Midfield,PSV,Eredivisie,Nice,Ligue 1,False,6.0
2986,237,Soualiho Meïté,27,€5.00m,21/22,"France, Cote d'Ivoire",€6.00m,Defensive Midfield,Torino,Serie A,Benfica,Liga Portugal,False,6.0
2987,238,Kamil Piatkowski,21,€5.00m,21/22,Poland,€6.00m,Centre-Back,Raków,Ekstraklasa,Salzburg,Bundesliga,False,6.0
2988,239,Ally Samatta,28,€4.20m,21/22,Tanzania,€6.00m,Centre-Forward,Aston Villa,Premier League,Fenerbahçe,Süper Lig,False,6.0
2989,240,Erik Botheim,21,€4.00m,21/22,Norway,€6.00m,Centre-Forward,Bodø/Glimt,Eliteserien,Krasnodar,Premier Liga,False,6.0
2990,241,Vitinho,22,€3.50m,21/22,Brazil,€6.00m,Left Winger,Athletico-PR,Série A,Dynamo Kyiv,Premier Liga,False,6.0
2991,242,Vinícius Tobias,17,€3.00m,21/22,"Brazil, Spain",€6.00m,Right-Back,Internacional,Série A,Shakhtar D.,Premier Liga,False,6.0
2992,243,Gabriel Gudmundsson,22,€1.80m,21/22,Sweden,€6.00m,Left-Back,FC Groningen,Eredivisie,Lille,Ligue 1,False,6.0
2993,244,Alexis Beka Beka,20,€800k,21/22,"France, Congo",€6.00m,Defensive Midfield,SM Caen,Ligue 2,Loko Moscow,Premier Liga,False,6.0
2994,245,David Zima,20,€7.50m,21/22,Czech Republic,€5.90m,Centre-Back,Slavia Praha,Fortuna Liga,Torino,Serie A,False,5.9
2995,246,Kevin Bonifazi,25,€7.00m,21/22,Italy,€5.85m,Centre-Back,SPAL,Serie B,Bologna,Serie A,False,5.85
2996,247,Angus Gunn,25,€3.00m,21/22,"Scotland, England",€5.85m,Goalkeeper,Southampton,Premier League,Norwich,Premier League,False,5.85
2997,248,Matías Arezo,19,€7.00m,21/22,Uruguay,€5.70m,Centre-Forward,River Plate,Liga AUF Clausura,Granada CF,LaLiga,False,5.7
2998,249,Antonio Nusa,16,€400k,21/22,"Norway, Nigeria",€5.70m,Left Winger,Stabæk,Eliteserien,Club Brugge,JPL,False,5.7
2999,250,Sacha Boey,20,€2.50m,21/22,France,€5.65m,Right-Back,Stade Rennais,Ligue 1,Galatasaray,Süper Lig,False,5.65
3000,1,Enzo Fernández,22,€55.00m,22/23,Argentina,€121.00m,Central Midfield,Benfica,Liga Portugal,Chelsea,Premier League,False,121.0
3001,2,Antony,22,€35.00m,22/23,Brazil,€95.00m,Right Winger,Ajax,Eredivisie,Man Utd,Premier League,False,95.0
3002,3,Darwin Núñez,23,€55.00m,22/23,Uruguay,€85.00m,Centre-Forward,Benfica,Liga Portugal,Liverpool,Premier League,False,85.0
3003,4,Wesley Fofana,21,€40.00m,22/23,"France, Cote d'Ivoire",€80.40m,Centre-Back,Leicester,Premier League,Chelsea,Premier League,False,80.4
3004,5,Aurélien Tchouaméni,22,€60.00m,22/23,"France, Cameroon",€80.00m,Defensive Midfield,Monaco,Ligue 1,Real Madrid,LaLiga,False,80.0
3005,6,Alexander Isak,22,€30.00m,22/23,"Sweden, Eritrea",€77.50m,Centre-Forward,Real Sociedad,LaLiga,Newcastle,Premier League,False,77.5
3006,7,Casemiro,30,€40.00m,22/23,"Brazil, Spain",€70.65m,Defensive Midfield,Real Madrid,LaLiga,Man Utd,Premier League,False,70.65
3007,8,Mykhaylo Mudryk,22,€40.00m,22/23,Ukraine,€70.00m,Left Winger,Shakhtar D.,Premier Liga,Chelsea,Premier League,False,70.0
3008,9,Matthijs de Ligt,22,€70.00m,22/23,Netherlands,€67.00m,Centre-Back,Juventus,Serie A,Bayern Munich,Bundesliga,False,67.0
3009,10,Marc Cucurella,24,€28.00m,22/23,Spain,€65.30m,Left-Back,Brighton,Premier League,Chelsea,Premier League,False,65.3
